chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,filename,start,end,genre
0.3965708,0.08817397,0.13115312,0.00037102646,2280.0931985677357,110746.75771865403,2284.1374787177356,38744.55351140301,5028.427598426624,397238.3741477065,0.10105495939675174,0.0006218832382560371,-0.0023298752,0.009898165,-0.004467731,0.0029740992,[135.99917763],-109.294426,757.14557,87.00324,223.10854,-20.95293,207.48822,61.196392,92.830864,-6.2089963,52.400364,45.834732,32.23252,-7.716336,56.697933,30.047382,62.933693,-9.435653,94.33918,10.199617,126.97373,-19.302036,89.60595,12.30665,153.84224,-4.4680247,125.02884,5.217452,81.94065,-12.249867,58.408615,12.5072565,60.733383,0.026554024,82.749115,-1.0283259,62.7944,-6.2131276,122.350365,0.2950101,111.55464,blues.00044.wav,10.0,20.0,blues
0.4232253,0.08282913,0.13738447,0.00039335748,2317.3499665749737,172304.54065788852,2414.651610976831,52227.343690357025,5316.003276355858,585172.6265652488,0.09259104009570766,0.0008480481694683273,-0.0020627298,0.009879185,-0.0047455444,0.0032866825,[135.99917763],-100.129135,683.1381,87.561485,220.33867,-8.465457,193.41972,63.628185,55.415886,-4.526761,47.211147,44.36619,36.179207,-8.881114,50.183956,29.089613,31.6013,-17.895817,22.15272,5.6451945,55.716557,-24.56689,35.347206,10.880347,44.76907,-5.0000567,59.218178,4.674199,44.100727,-14.823519,33.96914,11.86929,40.02095,-0.7449005,54.57748,-1.0229187,49.943825,-5.9042144,43.154083,5.879295,45.627518,blues.00044.wav,20.0,30.0,blues
0.40143543,0.08584254,0.262522,0.0031870548,2301.4599550058656,80982.4014583536,2191.2940599601247,31503.49488197125,4789.189215215342,497809.763713114,0.1225608595562645,0.0005621080280839748,1.5406884e-05,0.029751683,0.0014675994,0.015543126,[117.45383523],-4.46231,774.9282,101.92033,154.95132,-36.174644,144.05829,42.673542,93.54679,-12.56881,118.35056,31.153273,50.738155,-21.39386,75.06794,24.098167,45.9314,-16.908743,41.25854,15.664165,30.26195,-14.727983,47.63471,13.155847,40.813175,-13.292661,43.553,6.162663,30.147743,-9.090679,35.690575,5.2982717,24.263727,-11.88965,37.388958,2.6711822,27.505116,-5.0150857,59.719128,-3.9044209,41.82458,blues.00078.wav,0.0,10.0,blues
0.4166509,0.08217526,0.2619702,0.0028710891,2312.7606656050107,82347.46647785358,2222.591913587164,28234.555054678505,4941.395487420244,440646.62941957195,0.12212355894721577,0.0005788072216040444,1.2098008e-05,0.028370535,0.0010918129,0.015802704,[123.046875],0.36238986,715.8518,103.11044,153.58324,-34.798054,146.26836,39.841816,94.90181,-15.107302,89.71592,32.32977,42.48298,-21.95522,49.749638,25.306028,38.23319,-15.975344,40.35399,15.876142,37.13664,-14.188511,47.606377,13.331611,40.728058,-13.170103,36.97294,6.4418774,37.078247,-9.412405,36.348637,4.6669073,22.757772,-11.653722,30.577827,3.1731608,34.585842,-4.5344124,47.851257,-3.7383542,34.181847,blues.00078.wav,10.0,20.0,blues
0.42169026,0.079623155,0.24843764,0.0021318202,2387.7522217534047,102553.74067376707,2269.061841989215,29346.653979443498,5104.218478103248,454246.9309402266,0.12623713022041763,0.0005498381956442185,-2.6184198e-06,0.023770373,0.00082590274,0.015447911,[123.046875],-4.3903394,717.51685,99.53903,179.09454,-31.632706,126.83508,42.825024,108.23012,-14.562098,105.44144,33.11432,49.495506,-23.032997,73.8529,24.779543,44.777496,-15.482589,41.62094,16.630354,30.93083,-14.975584,36.997597,11.743344,40.420853,-14.414269,37.396637,6.423607,29.309242,-9.413325,34.707024,5.813974,25.073471,-11.098733,37.548035,4.311623,27.87248,-4.7550254,32.63064,-3.812962,30.50277,blues.00078.wav,20.0,30.0,blues
0.42639515,0.07526272,0.25954336,0.0015804392,2476.9814191300534,83986.29481371459,2412.728620548752,21071.9703063045,5397.664576838022,293315.5638918013,0.124037032337587,0.0007023732047585885,-3.062858e-05,0.03693893,-7.5850825e-05,0.011225179,[78.30255682],-10.193751,865.2298,89.956245,94.783005,-23.878208,103.67617,45.79526,32.60143,-8.272773,50.55016,33.130466,36.162033,-18.125164,80.27781,30.163837,55.997334,-9.795412,61.54688,15.582315,39.518055,-14.430937,26.381922,14.847896,40.961193,-16.018602,64.12604,11.128749,45.33832,-14.569696,27.451616,3.4780574,36.97273,-15.746499,46.920353,2.7701998,37.277794,-6.793617,33.388206,-4.850497,78.4733,blues.00079.wav,0.0,10.0,blues
0.39297014,0.08452122,0.27743745,0.002193439,2424.152110371898,125454.42913238377,2336.186780261916,41510.62329124916,5194.997666219548,463999.8895058522,0.12210656540023201,0.0012002708320716863,4.222718e-05,0.04414421,0.0004426632,0.012281073,[78.30255682],-7.0418677,1114.8783,93.156654,159.07497,-25.140013,184.53752,47.24467,50.581978,-10.617421,64.673904,31.150072,49.671223,-19.746887,66.64319,27.960756,50.39089,-8.092149,58.91947,16.193232,47.39371,-15.514195,32.50873,14.354063,22.679022,-16.04738,35.314865,8.170085,43.610043,-16.825163,39.812504,0.087375015,66.42922,-12.652113,36.549587,6.052697,33.434677,-4.709955,34.790318,1.1985474,47.669346,blues.00079.wav,10.0,20.0,blues
0.44351467,0.07418477,0.2744585,0.0017584814,2427.5014608470074,180718.83038813138,2326.295785476293,28015.313056518637,5212.5589676080335,460339.0492262516,0.1272669391676334,0.0016618831387130168,1.45418e-05,0.03959253,-0.0004066612,0.012945708,[80.74951172],5.6615567,942.08167,96.83441,238.41258,-27.414375,151.68677,43.59548,109.26139,-14.761474,75.25843,32.432587,40.64467,-17.358267,66.57454,28.808594,37.44204,-13.883698,39.468994,13.271995,33.841812,-15.779778,30.30609,16.09673,22.163975,-15.729102,23.806997,10.34508,35.77823,-13.928653,34.881496,3.648073,29.638632,-13.949514,26.930254,2.812377,21.70651,-7.2672067,30.816687,-0.38896656,32.97611,blues.00079.wav,20.0,30.0,blues
0.4162542,0.089473605,0.14724015,0.0006882627,1757.9132424820918,150824.82381370422,2311.5966091885434,62993.86466174754,4611.402896606729,780438.6063619287,0.046805892908932716,0.00026407948037550626,-0.0021236795,0.013349106,-0.004766781,0.0025079786,[129.19921875],-165.80907,789.8823,88.24503,214.41476,12.524641,112.09611,81.78216,41.62121,3.5596302,29.840654,40.44881,31.067698,-5.606038,34.158497,28.324842,19.360489,-13.060175,41.56356,4.0181646,27.863388,-20.910954,32.097195,7.6064715,32.713154,-3.7978063,36.95323,-1.4881767,19.786554,-18.781168,30.7176,4.3201184,26.825645,-8.537711,31.225792,-8.038579,30.846777,-7.403864,33.37614,2.920261,58.254044,blues.00045.wav,0.0,10.0,blues
0.4190952,0.08430125,0.15313965,0.00059825747,1668.1650238746759,125806.78379312005,2272.0922721278343,70335.8895103848,4443.134153857309,889754.0116492244,0.04507028531032482,0.0001649807795541544,-0.0019820346,0.014726302,-0.0049278075,0.0023287395,[129.19921875],-161.94778,562.5722,92.981094,198.78741,14.429532,118.215996,79.51802,40.89432,3.743006,31.750925,40.86181,41.06956,-4.274556,38.324474,27.087673,26.329346,-14.077915,32.502872,1.8631464,40.09781,-21.793486,28.65935,4.652756,20.788431,-4.20423,42.95835,-0.9433839,21.385077,-18.66628,21.620668,3.252364,19.300991,-5.6069045,26.036484,-6.928766,28.743288,-9.460369,28.284456,0.69849527,39.173668,blues.00045.wav,10.0,20.0,blues
0.4297241,0.08854327,0.1441753,0.0007848323,1791.334813830292,150808.1618301096,2288.279495434924,62548.09407480312,4599.886879622245,769220.022696186,0.05199119054524362,0.0003504451856830272,-0.0022191827,0.013421364,-0.0048345043,0.0021644884,[129.19921875],-162.84106,659.3392,89.65601,199.15364,10.630497,170.46603,81.97087,52.99547,2.3607247,35.111103,39.15612,42.284042,-7.622409,53.78764,25.277378,44.853947,-13.5092535,39.34162,3.4630435,37.60338,-20.021366,55.093185,6.834777,57.076775,-1.7802606,66.83726,2.1530192,47.274796,-16.10597,59.492092,5.8094373,47.14294,-4.603243,44.453796,-7.7846794,34.93962,-9.519057,29.109701,2.6602201,28.502268,blues.00045.wav,20.0,30.0,blues
0.40442234,0.083251715,0.19373083,0.0015385475,1929.8736084785562,95511.41866197508,1887.9740658803967,56471.3854048769,3806.855480079031,477577.0958211747,0.10635014863689095,0.0009360864537333676,-2.4649835e-05,0.017299367,-7.324102e-05,0.009074365,[99.38401442],-59.283783,1015.6623,116.87979,269.518,-38.86916,180.15459,66.91457,63.555637,-4.303157,97.32502,15.019457,112.064476,-15.726591,82.92811,17.70928,79.64838,-11.629006,33.059006,18.381388,46.49861,-8.41336,53.886574,11.1366625,71.09654,-15.669194,44.01884,4.907538,53.811123,-6.600661,56.389236,9.621118,69.443245,-3.263037,50.995052,3.8163128,52.031693,-5.7541475,51.72784,-1.3318559,54.889908,blues.00051.wav,0.0,10.0,blues
0.42074394,0.08023747,0.20075253,0.0018573839,1904.2806410153519,90195.74218131398,1884.538095678571,48438.84183062695,3789.3441397186775,450007.05436209874,0.1031304379350348,0.0007425382278595741,1.6040225e-05,0.01857861,-2.7262184e-05,0.009653851,[99.38401442],-50.208324,989.5255,120.18808,257.49768,-37.878937,113.30139,66.23886,60.460625,-5.825042,80.23071,12.705977,102.819405,-21.199581,76.26067,17.027052,67.91573,-11.137284,34.590466,17.97203,36.32437,-6.0185394,37.153526,12.952361,35.528717,-17.56838,29.607895,3.8114963,39.74664,-7.5018444,36.61344,7.92188,36.348503,-2.4007215,36.81436,4.9056573,51.700737,-2.1626253,38.31453,-1.3623825,40.295673,blues.00051.wav,10.0,20.0,blues
0.35679835,0.090346806,0.1948769,0.001722778,2096.2080429784664,204887.67316387923,2010.0298143865339,106892.56613504273,4231.898926914153,1031720.2550504551,0.1097715160962877,0.001160988828290743,1.2226062e-05,0.01860315,-5.1584648e-05,0.008819453,[99.38401442],-57.677937,999.99994,107.90144,349.7637,-34.486275,313.81323,61.627235,66.84221,-11.419964,75.8287,18.059084,116.67777,-11.827277,87.584885,21.250727,76.58306,-6.513618,122.57214,28.151396,71.4418,-2.6030328,107.861855,14.343744,186.51852,-16.424032,93.2322,2.745172,67.23587,-9.650667,75.57382,7.9249916,61.959496,-6.6117554,43.57179,0.93094754,37.84277,-7.700988,59.209015,-1.068219,78.69555,blues.00051.wav,20.0,30.0,blues
0.35409564,0.09873532,0.10812148,0.0026990357,1388.6818311733023,874366.3594318316,1735.982759270636,299930.61608105426,2763.2945049666473,3875490.5164033743,0.05868211644431554,0.00428753158276746,-1.50807955e-05,0.008139611,-1.6564247e-05,0.0026279425,[123.046875],-219.54872,8158.411,128.6258,1404.2764,5.8445883,989.5602,36.892117,214.73763,11.232917,325.85013,21.03066,185.31526,-5.819113,190.61794,12.278471,106.4277,-13.265691,214.61905,8.282229,82.67912,-0.66671115,112.23962,0.72496706,66.1006,-1.8446481,83.87109,-2.4160569,72.84027,-4.2859163,87.70987,5.9145546,93.01501,-10.816873,102.31851,-0.37272146,62.581882,-4.533823,48.850883,-3.4193833,47.685566,blues.00086.wav,0.0,10.0,blues
0.37095845,0.09727089,0.12566783,0.0035405848,1385.0746664610913,778186.929717183,1755.3885560796746,311182.783332104,2838.211066650957,3709751.9057660457,0.05270491951856149,0.003106065488776875,-3.200796e-05,0.010977134,-2.8434019e-05,0.0034213765,[123.046875],-203.09752,7801.618,131.33226,1445.6438,9.937187,745.039,41.16197,258.70477,7.99017,329.79242,22.078325,271.5848,-6.853542,247.39252,14.185337,105.22276,-9.059789,124.828255,8.758637,82.48187,-1.0113021,98.1782,3.180474,78.48747,0.9479596,89.94878,1.8107365,69.64565,-3.2737994,63.712654,3.194674,93.28158,-10.149029,99.50491,-2.0776277,57.727814,-6.1275806,52.478977,-3.289375,48.446323,blues.00086.wav,10.0,20.0,blues
0.37175205,0.09136852,0.14067934,0.004233593,969.7684366147968,374867.36610969936,1419.9466374246906,329304.620319599,1966.690891911978,2547816.2028574655,0.03494213130800464,0.0005212649506093465,-1.0757552e-05,0.015462473,-0.000105857536,0.002665966,[123.046875],-217.70111,5885.43,160.0171,1264.5989,10.141643,413.6533,30.237669,239.90088,17.275202,232.81482,19.345423,101.3911,-5.2225256,107.89944,7.3628592,74.53512,-4.992288,57.894524,8.207889,62.803417,1.3272209,72.99179,4.752123,73.11182,-2.8830662,45.857307,-2.9906569,62.3311,-7.1192346,60.482544,-5.1534133,54.020096,-7.799377,40.1244,-3.743737,41.259544,-1.9583611,47.56665,-3.0888436,41.68494,blues.00086.wav,20.0,30.0,blues
0.39304417,0.09763987,0.05276185,0.0008565313,770.1020928500869,293906.2926591923,1387.652933451037,150103.09788051472,1276.1545415820765,1681390.7423577385,0.024172754132830626,0.0007655071468191966,-2.0341275e-05,0.00228741,-0.00015116714,0.0005793713,[83.35433468],-371.0392,7828.034,136.03346,728.1895,30.083458,872.7551,47.15132,217.31926,32.10317,202.29765,28.31845,98.63185,9.136532,121.431,9.74925,93.24232,-2.4229393,178.8249,3.4897118,104.235435,-3.2080836,70.01274,1.4419096,65.87684,-0.46786597,73.37484,-4.688018,68.39014,-2.9022899,60.795567,0.7866312,60.425514,-1.7123253,78.1317,-3.3681698,38.468914,-4.9448233,40.998947,-2.7626314,25.520569,blues.00092.wav,0.0,10.0,blues
0.40768597,0.09779501,0.06376802,0.0012731397,1141.8096052360177,913534.6429874696,1570.4554829030237,245818.2475594544,2049.20152987239,3406878.966811607,0.04402914733178654,0.003116914841339689,-1.498132e-05,0.003952429,-0.0001387197,0.00058044976,[80.74951172],-318.13382,8346.893,123.20793,1405.1283,23.005295,1329.2401,52.21332,283.31024,29.710543,254.76541,24.154188,222.5298,1.9098617,271.42828,10.004091,195.90077,-6.30526,173.89505,6.1988063,101.84661,-3.2630227,99.89139,-1.8684843,89.82064,1.7444531,86.77706,0.5960022,64.24764,0.9831001,53.911873,4.514182,63.249084,-5.363902,77.58115,-3.9087873,52.36342,-6.2505226,37.57199,-3.5653634,38.487484,blues.00092.wav,10.0,20.0,blues
0.36841685,0.10388474,0.072482176,0.0022630668,843.4661151208546,284713.3686349774,1353.2239107455575,153996.90001413203,1478.4967055176915,1469625.278292523,0.02847891893851508,0.0006879756314361449,-1.856521e-05,0.006320946,-0.00013705179,0.00037588127,[80.74951172],-321.22372,5851.986,140.98904,556.54144,23.197237,1135.0017,32.455616,237.2398,27.925285,220.99117,20.478237,139.69069,3.7040899,155.83414,9.139979,179.0941,-4.547358,223.23956,3.1904156,91.9196,2.3316,97.12815,0.57630944,86.91526,2.2260413,115.66682,-0.15721779,54.17652,-0.77284795,50.885513,1.3105937,61.68771,-4.606877,68.32685,-5.3211293,42.6959,-6.7101574,57.54612,-3.708389,36.19636,blues.00092.wav,20.0,30.0,blues
0.3951113,0.083241515,0.21931034,0.007888624,2024.4888550886303,269940.2353638974,2040.443032684337,89480.33564532248,4096.07987193663,1268473.164979558,0.11265135585846868,0.002149614406627606,3.5433346e-05,0.023380853,0.0005424733,0.016772691,[112.34714674],-50.609993,5651.0396,114.431046,485.84396,-33.25046,217.7728,37.53877,110.4081,-7.1055803,155.53683,22.862682,70.8543,-18.48215,91.18069,22.079716,79.00107,-12.446029,56.437157,12.443838,38.429115,-14.273774,50.28211,12.960328,59.24239,-10.294317,49.45516,10.026086,46.66554,-3.9228594,118.44174,7.589839,65.08315,-7.319528,57.01929,1.2899917,64.23695,-3.9127471,50.32413,2.0942996,69.25746,blues.00084.wav,0.0,10.0,blues
0.39521042,0.08609664,0.24713407,0.0070282933,2077.7534756903387,234606.61314509896,2106.083648265983,82926.62977850967,4276.763930176914,1285418.639441567,0.11126694823085846,0.0015285558514355766,1.3143454e-06,0.03372728,0.0005005546,0.016965581,[112.34714674],-33.05486,3041.1445,111.31288,447.88715,-31.431416,183.9413,39.065758,82.73476,-6.7849193,151.93039,23.768896,52.63865,-18.909325,56.112133,25.229893,48.149063,-10.760514,40.095963,14.097419,40.15362,-15.283275,57.296894,13.416277,36.186913,-11.793178,58.926437,10.07063,47.382603,-5.013526,66.31905,7.5710816,68.018555,-6.188961,42.504898,4.0862036,48.74566,-4.8524117,46.76053,0.49418005,52.603085,blues.00084.wav,10.0,20.0,blues
0.40224385,0.08638538,0.23764253,0.0060112877,2082.3994930026106,185213.2263165344,2109.2988876818185,70209.93401140238,4288.729596414588,1095566.1058838156,0.11576004205336426,0.0009988900256089795,1.6422155e-05,0.030502196,0.00038018211,0.015454708,[112.34714674],-34.55914,2817.608,112.00739,372.82028,-32.419003,135.84982,39.636692,65.248665,-6.69566,120.91268,24.889553,53.45359,-20.478542,70.1408,25.983192,44.95781,-11.069882,43.71702,14.586033,41.034245,-14.994585,45.700092,14.934486,37.437187,-11.990733,48.939095,10.55993,56.566414,-7.346147,75.313736,7.6348557,63.56154,-7.86453,36.142204,3.6822734,49.297356,-5.4076986,45.780243,-0.39672357,57.97726,blues.00084.wav,20.0,30.0,blues
0.3926486,0.095151,0.1341133,0.0019989768,1576.4840587628687,914626.8615332207,1932.5193464358222,287110.3624453398,3384.7097728755803,4204871.156061227,0.05740986622679815,0.002805030151920332,6.577172e-06,0.013136062,-9.7102784e-05,0.002216469,[71.77734375],-185.71512,4484.502,116.19916,1748.1876,15.690824,668.5689,58.93044,424.26428,4.476799,360.25284,29.639746,170.15494,-7.562071,217.65614,21.327417,124.12625,-13.8049345,170.61807,5.2894745,124.136826,-6.504798,116.016426,1.3785228,141.25394,-5.898203,75.57801,2.9796524,130.93494,-1.7863973,71.48291,3.3095362,59.841045,-3.5114803,88.1846,-2.2495325,77.863434,3.6577027,54.170197,-4.166794,58.031704,blues.00090.wav,0.0,10.0,blues
0.37386435,0.09435785,0.1250716,0.0021718636,1818.1406351031326,825134.1473070289,2047.9860285018194,204522.72837157475,3876.9008415204466,3073870.583969543,0.06955572070765662,0.004212143071286474,-8.376151e-06,0.011068736,-0.000110865934,0.0025891163,[92.28515625],-168.16336,5133.0405,108.588104,1365.9446,0.9771635,781.5814,54.160076,327.59695,10.522794,367.6514,31.087032,204.3258,-13.212676,168.32092,18.83222,93.87552,-14.227316,116.812645,7.3555956,102.015144,-6.5336432,120.11629,2.9434223,125.73549,-7.897107,70.23953,5.4365044,76.153015,1.4946198,75.867485,9.505979,67.72714,-7.8072877,79.90596,-1.3485037,59.705494,4.259378,71.55082,-5.245512,61.176823,blues.00090.wav,10.0,20.0,blues
