filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
blues.00084.wav,30.013333333333332,0.39618102,0.085216954,0.23508118,0.0071016764,2060.8418797073796,229431.43783449297,2084.9166130907097,81916.44136957225,4220.299641549449,1228898.144403692,0.11336735063805105,0.0015506072822180752,-1.3258109e-07,0.02907628,0.00049028284,0.016336769,[112.34714674],-39.007614,3888.6172,112.05693,433.61273,-31.819195,178.26457,38.235607,86.94971,-6.3202114,143.87138,23.32046,60.856945,-18.772533,73.535545,23.931019,60.878952,-10.932699,47.91867,13.236961,40.974823,-14.371819,51.7211,13.327064,44.561485,-10.916337,53.34878,9.787895,50.005768,-5.028812,88.023155,7.2118764,65.627625,-6.7411304,45.3778,2.6567485,55.713154,-4.386095,47.86785,0.41240847,61.181435
blues.00090.wav,30.013333333333332,0.37784892,0.095280215,0.13184513,0.0021371827,1612.6456368905626,781495.8514203758,1971.6995941548748,244991.49194463715,3468.7358953560033,3612084.2407490234,0.05819685626933488,0.002686404427147652,-2.0677874e-06,0.012878787,-0.00010601784,0.0023243246,[143.5546875],-177.56758,4502.785,115.369,1385.511,9.970585,681.93225,54.043865,320.77292,7.624311,330.5451,28.312319,180.94827,-9.054929,181.69342,20.04951,112.120964,-15.044513,150.55998,6.2095737,107.55004,-5.692567,109.244286,1.383352,134.79707,-5.8288145,84.93274,5.013945,102.60087,-0.75125515,73.9893,5.0595355,73.270775,-5.085073,79.34864,-2.8075426,66.85071,2.42445,68.80809,-5.37811,64.35921
blues.00047.wav,30.013333333333332,0.33642253,0.08611636,0.11219959,0.00052807614,2013.0124619694943,162651.93981144493,2310.09263570438,44028.09555487641,4848.792721777118,581102.7284518713,0.07532370818832174,0.0008400964618032157,-0.0037498123,0.008903606,-0.0030208817,0.0015340992,[151.99908088],-149.96422,1104.7489,93.663895,194.89076,6.347334,172.53929,71.49793,97.62369,-8.129108,96.843216,36.19368,39.40081,-9.783754,51.195145,17.647097,66.05271,-21.112295,55.39758,-0.13059253,64.453476,-22.204636,40.758312,5.426575,35.140984,-7.464399,42.076725,-4.32986,40.632484,-12.407085,31.270174,9.623547,46.44603,-5.024197,38.21109,-3.7060933,45.848766,2.3371363,53.57013,4.1607966,43.544956
blues.00053.wav,30.013333333333332,0.41244242,0.08583299,0.1682386,0.003675618,2171.3957423461966,169933.4709888445,1954.2547400246176,84853.07441703496,4237.303044790458,745843.4212609519,0.1328151434406419,0.002348147700226341,-1.911117e-06,0.012285064,-4.0395e-05,0.009736573,[103.359375],-76.74658,2904.6755,105.75112,432.71307,-43.19778,390.6787,60.959892,407.48145,-8.785326,203.74474,21.246374,121.033356,-12.868538,165.50351,18.610828,148.79478,-11.409451,57.129345,14.548588,78.48998,-6.0564647,68.89861,12.733198,64.49301,-9.375089,54.816517,1.3552765,64.21386,-3.620528,57.089237,7.000211,44.645615,-4.0652156,60.540035,-0.2718752,52.581703,-3.706461,54.530525,-0.49440083,56.806168
blues.00052.wav,30.013333333333332,0.33900782,0.0955117,0.09884554,0.002997097,1443.7501126318277,448696.62953004526,1670.6889546708803,189332.10246132535,3070.6131158461426,2084005.3671843417,0.0671879531612529,0.0030837184552870347,-2.4912756e-06,0.006553899,-3.8759175e-05,0.0035254064,[151.99908088],-225.26271,7864.959,117.62649,671.642,-14.538812,815.5821,64.79437,174.35587,12.911807,315.0233,19.036669,251.42827,10.670201,197.08919,9.886925,112.78764,-2.3937404,101.74814,11.683764,65.722885,1.541284,62.230835,3.0635996,59.590923,-7.6256146,54.649868,-8.957072,87.28938,-4.3462014,51.264557,-0.06465931,48.137012,-2.5570843,46.64245,-3.4438665,91.42138,-3.8725183,94.49835,1.3121445,82.40362
blues.00046.wav,30.013333333333332,0.38802338,0.095142886,0.10254586,0.0009460606,1913.0130748950858,331727.67170333164,2361.665525050154,92614.06414759517,4777.714832420968,1289231.061203629,0.05845780162412993,0.0009074450402103902,-0.0031622436,0.0056158844,-0.0034580296,0.002589237,[123.046875],-182.60481,2273.023,90.67421,451.29395,14.124648,267.2211,67.552986,173.46625,2.6751468,117.65267,38.430412,65.76744,-8.419177,147.03831,24.123713,72.18448,-13.794528,59.881924,4.8405757,58.736805,-16.67912,44.43275,5.8271165,42.44453,-5.1463914,49.541466,0.1929259,35.917686,-14.491466,40.213093,6.862848,30.484043,-4.4426827,40.142258,-2.9876115,26.153622,-4.8196287,35.666,5.403775,47.043003
blues.00091.wav,30.013333333333332,0.42225853,0.092752494,0.09936382,0.0012849164,991.4865889769218,415969.790704868,1396.6530974145212,262398.1428303048,1943.7254726471867,2277540.049016325,0.03605237637761021,0.0006523652146482036,4.579666e-06,0.0076546017,-0.0001261957,0.0012336723,[63.02400915],-236.30539,7767.46,161.68063,1108.3843,-1.1661638,608.8001,27.27869,116.24081,9.586513,332.46265,20.620241,90.32631,0.22744031,80.38704,13.798597,103.98853,-0.5090394,90.118744,10.1752,82.59196,-4.4575567,85.555176,5.5087075,57.37981,-3.7265837,57.427578,-0.8961916,43.654408,-4.9078717,70.36175,-2.8703985,46.71458,-3.756362,36.1888,-3.347305,45.80034,-2.4162548,45.627956,-3.7818198,40.24526
blues.00085.wav,30.013333333333332,0.31530708,0.091961056,0.15012378,0.0035826885,1311.950287235107,407370.25752560387,1673.9597094187484,185527.77006271237,2636.376839834687,2069584.0353783083,0.05939169143948182,0.0016706205518992835,-9.752117e-06,0.01783388,-0.00011422278,0.0028050165,[143.5546875],-180.20891,4542.0874,131.43243,1278.7372,0.60078645,585.2989,43.153095,260.7977,14.135329,191.2555,25.614765,301.41724,-5.311873,202.17798,12.027975,109.13822,-13.535558,143.61685,-1.1057278,97.87471,-7.6164746,116.86902,2.714974,108.16167,0.7783587,85.0687,1.996218,178.74504,-6.094793,128.22362,3.4817271,120.58715,-8.328655,104.6665,3.2164896,105.14546,-0.92289615,63.4033,-2.250335,73.48479
blues.00081.wav,30.013333333333332,0.38016844,0.08072243,0.24811445,0.005410494,2116.8973667263713,94982.71235762365,1956.3558937194302,44953.72582631978,4195.785430412558,437131.6591197036,0.127271093145785,0.0007276014478912704,-3.5568624e-07,0.03307807,-4.536873e-05,0.012657731,[103.359375],-27.024075,4599.6016,107.31879,437.79205,-46.839245,200.71884,40.927616,239.5692,-21.476635,73.19648,24.832184,54.926296,-18.939482,81.061584,15.274643,70.4485,-15.052192,60.66546,12.273417,59.265167,-15.24018,41.462383,14.332184,68.89172,-13.839795,43.288372,7.561914,43.83538,-6.1833763,64.74842,0.3404778,40.579887,-6.831254,48.014492,0.97467643,43.682915,-7.566382,51.29443,2.9241471,39.061348
blues.00095.wav,30.013333333333332,0.36996338,0.09128445,0.18699834,0.0021595547,1388.6328939982268,509403.0910020271,1773.0364549171095,164751.99170773994,2754.9426864305397,2160448.419658843,0.05714703270011601,0.0013287202421487527,4.0739355e-06,0.02469235,-0.000101847196,0.003888388,[135.99917763],-130.57875,2304.8357,139.96141,957.4932,-1.2822771,535.62067,39.30623,172.69571,-6.344084,253.5972,19.768291,145.72289,-11.21256,109.663055,27.240303,126.16362,-16.548758,104.95256,7.028904,100.895805,-1.1964594,71.21066,1.6060349,147.5048,-6.6385465,63.255207,4.95183,91.7531,-1.6334738,58.131702,0.9522272,59.634823,-4.848659,75.986885,-5.972907,66.925186,-2.7949822,51.605545,-6.488082,67.54782
blues.00042.wav,30.013333333333332,0.37769634,0.0924858,0.110940404,0.0005275183,2301.576917060948,205130.55259672191,2367.502276401819,47294.52721400186,5187.511838837732,563364.4814082641,0.09782391966357308,0.0018260240252338587,-0.0031246885,0.0084496,-0.003695581,0.0019649952,[89.10290948],-159.5804,2438.8425,69.806015,240.75044,-4.402107,515.1101,76.845116,111.44869,3.914898,118.83887,45.175888,40.97118,-4.860274,58.18029,32.20158,45.05411,-9.805074,68.408325,7.809358,66.92712,-21.826738,72.33282,9.69575,40.801743,-2.5847607,79.561035,3.310845,78.955055,-14.973028,67.092514,10.230251,81.90314,-4.087701,67.329796,-5.848176,95.97196,-2.4740317,164.174,6.6542916,109.11347
blues.00056.wav,30.013333333333332,0.39099976,0.089701205,0.13775411,0.0032615764,1811.5485980762355,347373.09337622806,2052.001565399442,119607.93278736953,3927.985992785673,1515679.3263610902,0.07550308451759474,0.001698276613367128,-4.6223586e-06,0.012996036,-2.8430577e-05,0.0051382356,[161.49902344],-145.29242,4647.8833,102.850784,530.9258,-12.567545,354.1106,56.993618,279.27228,2.2211056,261.18112,26.614082,190.24197,-4.29843,191.16798,17.341423,107.84073,-8.0161295,80.43466,15.237474,82.39677,-6.9487624,48.317547,7.4706607,104.04367,-10.477943,49.6342,-2.3457472,92.43324,-6.7928333,78.48814,2.6742008,46.555477,-4.7882085,73.1065,-0.94487613,62.88041,0.02190008,91.02122,-2.0035138,53.255524
blues.00057.wav,30.013333333333332,0.42442203,0.085151926,0.17591809,0.003568296,1886.9577812543528,253389.31836397396,1913.2410487364614,123436.92680177062,3828.2471269576567,1247015.7715712755,0.08993966913186388,0.0015348868328816851,-2.6590325e-07,0.014279321,-3.3493994e-05,0.010402275,[92.28515625],-92.73328,3131.9705,115.32343,522.344,-35.068222,408.58557,57.875343,331.25388,1.8522309,301.6893,26.61314,152.54677,-14.536866,149.01704,22.12833,109.92516,-8.207464,72.0036,11.016058,103.81337,-5.6494255,79.72065,7.2786427,70.31647,-10.204165,56.593025,1.3267535,67.24511,-4.1071086,69.16039,0.9749938,48.08975,-6.5528083,35.689774,-0.68916035,46.26974,-2.1258135,47.5024,-1.5101185,50.215633
blues.00043.wav,30.013333333333332,0.39893433,0.085166305,0.12730543,0.0013169601,2155.8452020635127,188104.85530597926,2371.9955858196554,60317.49349085163,5011.532444079901,938368.7105344004,0.08717463022041763,0.0012249031617383162,-0.0025001701,0.007336125,-0.003987369,0.0046903426,[129.19921875],-109.1407,2209.105,100.61965,230.52611,-8.666454,385.3847,47.35473,83.08291,-6.568465,89.71742,39.617756,92.3731,-8.521923,90.83311,29.572609,40.924583,-16.594837,58.66998,13.170881,113.541695,-24.213415,41.097633,6.5830193,63.028435,-8.652447,43.511078,4.930262,39.02321,-15.440971,38.60438,1.5342578,38.477776,-6.754526,45.02885,1.4151899,75.8514,-3.9717412,40.48666,3.2871604,68.110146
blues.00094.wav,30.013333333333332,0.37668237,0.095908746,0.14094436,0.005366088,1239.6334480686694,526848.4817928958,1660.2697043276257,232947.48091757824,2519.268189892691,2825020.8561729793,0.05087905730375097,0.002505443511019589,4.4048497e-06,0.01841794,-0.000108038534,0.0022853226,[103.359375],-206.24908,6802.119,126.61618,1107.09,10.596903,763.2381,43.21016,226.22723,12.49674,230.24724,19.42537,258.36087,0.35838872,136.38774,12.735203,76.751236,-4.5791903,73.97097,4.0611596,60.098927,-4.404285,94.45393,3.6691217,59.143864,-1.455245,74.25501,-1.6959771,110.34276,-7.153681,73.9578,1.184595,80.58308,-6.227726,69.53206,0.5984516,68.161964,-1.6083212,68.20314,-0.5399207,56.607864
blues.00080.wav,30.013333333333332,0.36832434,0.08792621,0.24235758,0.0075179394,1827.2572927267336,155339.38833079184,1898.4619175116845,55152.18995132609,3743.613145301624,769354.0286920278,0.09403926793310131,0.0012039334675779153,3.258115e-05,0.034877792,0.00036168823,0.014046813,[117.45383523],-54.706253,2272.1147,119.48301,397.9644,-34.87408,246.3921,37.540634,185.53296,-15.880538,157.4765,22.081291,112.48084,-14.661809,207.59784,18.532047,95.02667,-9.647198,124.39633,11.256581,77.11397,-11.729359,75.76016,11.540745,55.89343,-6.4318557,72.85557,1.7925242,61.136856,-5.8779697,46.92905,0.38042605,64.58496,-9.064893,48.627502,-2.0241988,44.95125,-5.417718,54.062096,0.03243184,49.07397
blues.00096.wav,30.013333333333332,0.26060256,0.09183336,0.051363207,0.0008556933,1132.1718110702684,319090.30517051916,1582.700462851273,151283.17633695673,2065.0724831424013,1737932.3010493645,0.04829301708720031,0.0012659801791965047,-2.5506683e-05,0.0028156065,-0.00012448129,0.00025160564,[143.5546875],-314.57837,5275.276,139.9112,680.0461,11.90393,529.1257,30.14179,489.2028,-7.5424266,264.43094,14.91705,214.53714,-2.701583,174.48874,6.727816,115.13559,-6.366219,134.22626,2.807929,86.21343,-11.728743,139.85812,2.077973,147.45703,-11.439269,85.303894,-9.500207,82.84225,-15.178787,94.72693,-9.341352,169.02856,-5.6779017,149.41002,1.5691391,165.2822,0.8925369,176.81578,-7.9576783,138.06316
blues.00082.wav,30.013333333333332,0.33906108,0.08660953,0.25124043,0.0037354217,2141.540773855289,127267.16946550063,2168.0853544350307,74571.71254374152,4628.506221904002,970609.0559705851,0.10512510271655066,0.0006445664820023462,-1.4876777e-06,0.033674873,-0.0002548217,0.014540482,[123.046875],-29.367115,1404.6522,108.666985,254.32217,-25.570349,268.21945,38.460896,153.98647,-18.340786,203.99947,21.792147,97.207405,-25.148396,100.320206,22.395372,62.93754,-17.588984,83.931206,14.681227,88.7879,-12.085815,61.455338,5.48115,64.42262,-7.6935263,64.403046,7.3994966,67.020676,-11.3165245,65.44379,7.225638,68.242516,-9.477632,81.949936,1.9379443,70.14036,-6.332122,57.145065,-1.3043138,61.87349
blues.00069.wav,30.013333333333332,0.29205313,0.08678043,0.11649022,0.00096674514,2371.309053073256,236750.96175820747,2209.900826400559,43101.24148979685,5005.187393507105,485874.7857622289,0.12512877332269914,0.0025021753415951087,-9.9932564e-05,0.00859494,-0.00026028298,0.00251759,[78.30255682],-121.47392,1182.4146,96.09719,436.45776,-19.590857,272.33475,48.038452,131.02328,-38.78463,200.09311,24.768978,103.46194,-32.94141,132.1605,8.102541,101.19304,-17.818922,68.949776,6.1178603,74.08991,-19.995438,42.907154,6.800339,64.269005,-19.33321,87.267006,-0.10917245,66.24715,-12.25394,60.685516,-4.92366,60.144844,-10.414173,59.10895,-2.0453281,115.316956,-1.7603426,104.79033,-3.9544342,77.135475
blues.00055.wav,30.013333333333332,0.43304598,0.08771367,0.15766303,0.0043066265,2031.9933849905415,190930.3570531184,1976.3541224355415,79079.31444105522,4023.536459088602,772116.5945189357,0.11311924485208817,0.0025288062349315557,-1.5944628e-06,0.0099422205,-1.4255249e-05,0.010516993,[135.99917763],-98.7711,3338.7346,104.79962,339.65695,-35.097168,349.19427,60.695198,284.488,-2.8405917,154.94589,22.22947,125.78868,-7.831078,108.20958,19.035414,104.4004,-11.572287,51.382214,17.017876,105.08026,-5.3780265,57.89823,12.197646,67.92558,-9.955082,58.173275,0.35537425,55.376965,-4.2638063,43.36486,6.1363654,44.28576,-4.823618,56.980083,1.4952294,43.50407,-1.4962364,69.897865,3.5054739,40.306896
blues.00041.wav,30.013333333333332,0.38697547,0.085450016,0.12910546,0.0008729451,2390.421813452764,306586.9089501495,2463.309240119997,80090.45531791946,5403.593285509716,953517.3210271882,0.10226074596384377,0.001595798596373276,-0.002519704,0.008560597,-0.0042843404,0.0040324708,[129.19921875],-107.203255,1418.7047,88.49288,379.4755,-4.1719,324.2341,55.477848,129.48515,-8.0177145,106.98342,38.413597,70.49762,-6.4136605,89.53754,28.57575,85.686775,-19.81994,54.799854,13.2446995,124.80087,-19.248566,68.76446,12.076122,52.37292,-4.582267,56.79173,3.78424,47.425602,-16.988953,40.59251,11.621647,39.32478,-7.3614445,43.51494,-3.6652527,64.75104,-7.1768236,56.32909,1.9731815,46.39197
blues.00040.wav,30.013333333333332,0.39795133,0.080495425,0.13481365,0.0007786061,2272.4696395955916,202331.76014175775,2356.7258987281166,50235.65553566619,5108.157072487674,581335.9337940421,0.09764303279679042,0.0013824106742667992,-0.0023938997,0.0081146965,-0.004282142,0.004323225,[172.265625],-110.285034,1286.2251,90.71587,229.90666,-2.5352986,227.45616,74.0649,114.22637,-11.763082,113.54915,39.210945,66.07152,-13.171311,86.336784,20.544197,50.4479,-17.162983,47.059048,12.81397,93.544205,-21.437147,41.11273,5.957196,49.044147,-8.026906,47.139214,4.240609,46.19584,-16.484732,33.894886,6.549282,35.43225,-5.6958103,39.568996,-3.6384895,36.25036,-4.858366,48.235886,1.8528223,46.0096
blues.00054.wav,30.013333333333332,0.45287964,0.07941479,0.20083979,0.0035658428,2030.6170383097542,220858.36475538733,1987.1997406722928,73937.03718473592,4063.222169101653,847619.9736796903,0.10339893597737819,0.0019149243979982205,1.3860383e-06,0.016655367,-4.482491e-05,0.0123716425,[89.10290948],-57.94168,1749.596,109.0066,452.26117,-36.21867,304.0944,64.044914,150.55827,1.4201585,179.70105,26.318415,87.41293,-17.484888,150.62215,20.425648,60.34726,-9.55073,58.454647,18.168362,63.42252,-6.0649824,61.46452,13.874468,63.644516,-11.295739,42.675922,4.668036,59.14605,-6.4108753,37.881557,3.2184365,42.36298,-8.080515,33.424423,-1.716286,43.281544,-5.4286156,35.172874,-2.579791,38.410805
blues.00068.wav,30.013333333333332,0.28943267,0.08272558,0.103048205,0.0009831687,2513.345357675371,175980.33548314957,2345.0210768306474,47220.92500584688,5246.740637688515,473136.70399258804,0.13510738411156226,0.0015157114638884432,-1.960298e-05,0.0059485324,-0.00028305827,0.0026650021,[161.49902344],-113.20137,1586.7279,88.7261,316.39017,-8.926565,227.4858,49.474174,139.9142,-34.579094,122.9026,15.856426,68.51744,-17.74022,68.03439,14.707291,58.985874,-11.190547,50.512737,15.368716,54.710556,-15.0683975,68.79444,8.74908,61.95054,-18.629265,32.853256,5.4561954,78.35331,-9.2695465,78.84931,8.014036,74.87074,-9.542045,56.56996,5.8658543,44.599766,-4.400539,55.80246,3.6217515,81.65336
blues.00083.wav,30.013333333333332,0.4273048,0.0801001,0.25113833,0.0034723517,2315.021165059419,143885.8502010884,2261.837306604549,30975.95169187729,5036.6212070403135,444573.19955813454,0.11795032144238206,0.0013099248223414873,2.271862e-06,0.031312346,-0.0007673792,0.014421108,[135.99917763],-19.882248,972.9611,98.88733,152.55086,-24.475315,181.48093,49.579945,58.371655,-16.198492,50.967422,30.193226,58.54997,-18.027517,55.096905,27.552814,33.78219,-11.407699,57.468098,14.870685,43.976864,-8.914958,39.313362,11.668755,41.050877,-10.893209,56.39245,9.306094,46.226803,-5.837179,39.23776,9.250598,35.339127,-4.048956,47.89805,3.2507443,53.279552,-3.4668038,38.217705,2.3781438,60.410267
